142
70
822,171,1
821,172,2
820,174,3
818,174,4
817,176,5
816,177,6
814,179,7
812,180,8
811,182,9
808,184,10
806,186,11
804,188,12
802,190,13
800,192,14
798,195,15
796,197,16
793,199,17
791,202,18
788,205,19
785,206,20
783,209,21
780,212,22
777,214,23
775,217,24
772,220,25
769,224,26
766,226,27
763,230,28
760,232,29
757,236,30
754,238,31
751,242,32
748,245,33
745,247,34
743,251,35
739,254,36
737,257,37
733,260,38
730,263,39
727,266,40
724,269,41
721,272,42
718,275,43
715,278,44
712,281,45
709,284,46
706,287,47
703,290,48
700,294,49
698,296,50
695,299,51
692,302,52
689,305,53
686,308,54
684,311,55
681,314,56
678,316,57
675,319,58
673,322,59
670,325,60
667,327,61
665,330,62
663,333,63
660,335,64
657,338,65
655,341,66
653,343,67
651,345,68
648,348,69
645,350,70
643,352,71
